Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
,,,,RT,,,,,,,,,,,,,,,,,,None_None
"Ueyama, Koki (JPN) (1999)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",2 / 7,-0.2 m/s,02-Jun-23,0.159,5.91,10.58,15.52,20.94,20.94,10.58,10.36,-0.22,8.46,10.71,10.12,9.23,9.45,9.65,92.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)_92"
"Ueyama, Koki (JPN) (1999)","Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)",6 / 6,0.3 m/s,19-Jul-22,0.129,10.46,20.48,20.48,66.0,66.0,20.48,45.52,25.04,9.56,9.98,9.77,90.0,4.88,2.2,90.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)_90"
"Ueyama, Koki (JPN) (1999)","Heat 1 - 2022 World Athletics Championships (Eugene, OR)",7 / 2,1.0 m/s,18-Jul-22,0.127,10.49,20.26,20.26,72.0,72.0,20.26,51.74,31.48,9.53,10.24,9.87,90.0,4.94,1.93,90.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_Heat 1 - 2022 World Athletics Championships (Eugene, OR)_90"
"Ueyama, Koki (JPN) (1999)","FINAL - 2020 Athlete Night Games (Fukui, JPN)",5 / 2,0.8 m/s,29-Aug-20,,5.91,10.63,15.47,20.72,20.72,10.63,10.09,-0.54,8.46,10.59,10.33,9.52,9.41,9.91,89.0,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_FINAL - 2020 Athlete Night Games (Fukui, JPN)_89"
"Ueyama, Koki (JPN) (1999)","FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)",8 / 5,0.5 m/s,21-Oct-18,0.152,6.08,10.87,15.86,21.25,21.25,10.87,10.38,-0.49,8.22,10.44,10.02,9.28,9.2,9.63,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)"
"Ueyama, Koki (JPN) (1999)","Semi-Final 3 - 2018 IAAF World Junior Championships (Tampere, FIN)",3 / 4,-0.3 m/s,12-Jul-18,0.153,6.02,10.81,15.84,21.24,21.24,10.81,10.43,-0.38,8.31,10.44,9.94,9.26,9.25,9.59,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_Semi-Final 3 - 2018 IAAF World Junior Championships (Tampere, FIN)"
"Ueyama, Koki (JPN) (1999)","Heat 1 - 2018 IAAF World Junior Championships (Tampere, FIN)",6 / 2,-0.9 m/s,12-Jul-18,0.155,6.02,10.75,15.7,21.04,21.04,10.75,10.29,-0.46,8.31,10.57,10.1,9.36,9.3,9.72,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_Heat 1 - 2018 IAAF World Junior Championships (Tampere, FIN)"
"Unger, Tobias (GER) (1979)","FINAL - 2005 German Championships (Wattenscheid, GER)",/ 1,0.7 m/s,03-Jul-05,0.164,5.79,10.41,15.17,20.2,20.2,10.41,9.79,-0.62,8.64,10.82,10.5,9.94,9.61,10.21,,Graubner (2008) - http://www.fgs.uni-halle.de,"Unger, Tobias (GER) (1979)_FINAL - 2005 German Championships (Wattenscheid, GER)"
"Unger, Tobias (GER) (1979)","FINAL - 2004 Olympic Games (Athens, GRE)",1 / 7,1.2 m/s,26-Aug-04,0.153,10.5,20.6,20.64,17.0,17.0,20.6,-3.6,-24.2,9.52,9.9,9.69,9.52,4.85,,,Graubner (2008) - http://www.fgs.uni-halle.de,"Unger, Tobias (GER) (1979)_FINAL - 2004 Olympic Games (Athens, GRE)"
"Uno, Daichi (JPN) (2000)","FINAL - 2017 Japanese National High School Championships (Yamagata, JPN)",9 / 5,0.5 m/s,01-Aug-17,0.156,5.96,10.91,15.94,21.36,21.36,10.91,10.45,-0.46,8.39,10.1,9.94,9.23,9.17,9.57,,,"Uno, Daichi (JPN) (2000)_FINAL - 2017 Japanese National High School Championships (Yamagata, JPN)"
"Uno, Katsusho (JPN) (2001)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",1 / 6,2.1 m/s,07-Aug-19,,6.1,10.89,15.89,21.22,21.22,10.89,10.33,-0.56,8.2,10.44,10.0,9.38,9.18,9.68,,,"Uno, Katsusho (JPN) (2001)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
"Uno, Shoto (JPN) (2001)","FINAL - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)",5 / 1,-0.5 m/s,29-May-24,0.144,10.46,15.42,20.78,20.78,51.0,15.42,5.36,-10.06,9.56,10.08,9.33,9.62,6.49,18.66,94.0,,"Uno, Shoto (JPN) (2001)_FINAL - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)_94"
"Uno, Shoto (JPN) (2001)","Heat 18 - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)",5 / 1,0.8 m/s,28-May-24,0.137,10.51,15.46,20.9,20.9,51.0,15.46,5.44,-10.02,9.51,10.1,9.19,9.57,6.47,18.38,92.0,,"Uno, Shoto (JPN) (2001)_Heat 18 - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)_92"
"Uno, Shoto (JPN) (2001)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",7 / 2,-0.2 m/s,02-Jun-23,0.168,5.87,10.55,15.38,20.55,20.55,10.55,10.0,-0.55,8.52,10.68,10.35,9.67,9.48,10.0,,,"Uno, Shoto (JPN) (2001)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)"
"Urbaś, Marcin (POL) (1976)","FINAL - 2002 European Championships (Munich, GER)",/ --,-0.5 m/s,09-Aug-02,0.127,,,,,,,,,8.36,10.37,9.26,,,,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_FINAL - 2002 European Championships (Munich, GER)"
"Urbaś, Marcin (POL) (1976)","Semi-Final 2 - 2002 European Championships (Munich, GER)",/ 3,0.2 m/s,09-Aug-02,0.137,5.87,10.58,15.44,20.6,20.6,10.58,10.02,-0.56,8.52,10.62,10.29,9.69,9.45,9.98,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Semi-Final 2 - 2002 European Championships (Munich, GER)"
"Urbaś, Marcin (POL) (1976)","Quarter-Final 1 - 2002 European Championships (Munich, GER)",/  2  1,-1.8 m/s,08-Aug-02,0.127,5.89,10.56,15.46,20.86,20.86,10.56,10.3,-0.26,8.49,10.71,10.2,9.26,9.47,9.71,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Quarter-Final 1 - 2002 European Championships (Munich, GER)"
"Urbaś, Marcin (POL) (1976)","Heat 1 - 2002 European Championships (Munich, GER)",/ 1,0.8 m/s,08-Aug-02,0.117,10.53,15.41,20.71,20.71,1.0,15.41,5.3,-10.11,9.5,10.25,9.43,9.66,6.49,18.87,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Heat 1 - 2002 European Championships (Munich, GER)"
"Urbaś, Marcin (POL) (1976)",FINAL - 2001 European Cup (Bremen GER),/ 3,-0.7 m/s,24-Jun-01,0.139,5.94,10.94,15.45,20.69,20.69,10.94,9.75,-1.19,8.42,10.0,11.09,9.54,9.14,10.26,,Graubner (2007) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_FINAL - 2001 European Cup (Bremen GER)"
"Urbaś, Marcin (POL) (1976)","FINAL - 1999 IAAF World Championships (Sevilla, ESP)",5 / 5,1.2 m/s,17-Aug-99,0.131,5.89,10.44,15.22,20.3,20.3,10.44,9.86,-0.58,8.49,10.99,10.46,9.84,9.58,10.14,,"Ferro (2001) - biomechanical analysis of the 7th world championships, seville 1999","Urbaś, Marcin (POL) (1976)_FINAL - 1999 IAAF World Championships (Sevilla, ESP)"
"Uzawa, Towa (JPN) (2002)","Semi-Final 2 - 2024 Olympic Games (Paris, FRA)",9 / 6,-0.2 m/s,07-Aug-24,0.131,5.89,10.52,15.33,20.54,20.54,10.52,10.02,-0.5,8.49,10.8,10.4,9.6,9.51,9.98,94.0,,"Uzawa, Towa (JPN) (2002)_Semi-Final 2 - 2024 Olympic Games (Paris, FRA)_94"
"Uzawa, Towa (JPN) (2002)","Heat 6 - 2024 Olympic Games (Paris, FRA)",4 / 3,0.1 m/s,05-Aug-24,0.114,5.84,10.44,15.2,20.33,20.33,10.44,9.89,-0.55,8.56,10.87,10.5,9.75,9.58,10.11,,,"Uzawa, Towa (JPN) (2002)_Heat 6 - 2024 Olympic Games (Paris, FRA)"
"Uzawa, Towa (JPN) (2002)","Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)",8 / 5,-0.2 m/s,23-Aug-23,0.15,5.92,10.56,15.3,20.33,20.33,10.56,9.77,-0.79,8.45,10.78,10.55,9.94,9.47,10.24,,,"Uzawa, Towa (JPN) (2002)_Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)"
"Uzawa, Towa (JPN) (2002)","Heat 5 - 2023 World Athletics Championships (Budapest, HUN)",8 / 1,-0.2 m/s,23-Aug-23,0.149,5.94,10.62,15.33,20.34,20.34,10.62,9.72,-0.9,8.42,10.68,10.62,9.98,9.42,10.29,,,"Uzawa, Towa (JPN) (2002)_Heat 5 - 2023 World Athletics Championships (Budapest, HUN)"
"Uzawa, Towa (JPN) (2002)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",6 / 1,-0.2 m/s,02-Jun-23,0.165,5.92,10.59,15.31,20.32,20.32,10.59,9.73,-0.86,8.45,10.71,10.59,9.98,9.44,10.28,,,"Uzawa, Towa (JPN) (2002)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)"
"Uzawa, Towa (JPN) (2002)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",6 / 1,2.1 m/s,07-Aug-19,,5.89,10.44,15.21,20.36,20.36,10.44,9.92,-0.52,8.49,10.99,10.48,9.71,9.58,10.08,,,"Uzawa, Towa (JPN) (2002)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
"Vaden, Jordan (USA) (1978)","Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)",3 / 5,2.2 m/s,05-Jul-08,,5.89,10.57,15.48,20.66,20.66,10.57,10.09,-0.48,8.49,10.68,10.18,9.65,9.46,9.91,,,"Vaden, Jordan (USA) (1978)_Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)"
"Vaden, Jordan (USA) (1978)","Quarter-Final 3 - 2008 USA Olympic Trials (Eugene, OR)",5 / 3,0.1 m/s,05-Jul-08,,5.91,10.56,15.38,20.73,20.73,10.56,10.17,-0.39,8.46,10.75,10.37,9.35,9.47,9.83,,,"Vaden, Jordan (USA) (1978)_Quarter-Final 3 - 2008 USA Olympic Trials (Eugene, OR)"
"Vaden, Jordan (USA) (1978)","Heat 1 - 2008 USA Olympic Trials (Eugene, OR)",5 / 2,1.0 m/s,04-Jul-08,,5.88,10.61,15.42,20.82,20.82,10.61,10.21,-0.4,8.5,10.57,10.4,9.26,9.43,9.79,,,"Vaden, Jordan (USA) (1978)_Heat 1 - 2008 USA Olympic Trials (Eugene, OR)"
"Vaden, Jordan (USA) (1978)","FINAL - 2007 USATF National Championships (Indianapolis, IN)",2 / 6,-0.3 m/s,24-Jun-07,,10.6,20.4,20.42,26.0,26.0,20.4,5.6,-14.8,9.43,10.2,9.79,9.43,4.9,17.86,,,"Vaden, Jordan (USA) (1978)_FINAL - 2007 USATF National Championships (Indianapolis, IN)"
"Vaden, Jordan (USA) (1978)","FINAL - 2006 USATF National Championships (Indianapolis, IN)",6 / 2,0.3 m/s,25-Jun-06,,5.82,10.39,15.09,19.98,19.98,10.39,9.59,-0.8,8.59,10.94,10.64,10.22,9.62,10.43,,,"Vaden, Jordan (USA) (1978)_FINAL - 2006 USATF National Championships (Indianapolis, IN)"
"Van den Hende, Mulamba (BEL) (1984)","E FINAL - 2014 Windsprint (Sundsvall, SWE)",4 / 3,1.7 m/s,20-Jul-14,,11.59,22.57,22.57,43.0,43.0,22.57,20.43,-2.14,8.63,9.11,8.86,8.63,4.43,4.89,,Johansen (2014) - www.ssg.se/windsprint/Splittider/,"Van den Hende, Mulamba (BEL) (1984)_E FINAL - 2014 Windsprint (Sundsvall, SWE)"
"van Niekerk, Wayde (RSA) (1992)","Semi-Final 3 - 2024 Olympic Games (Paris, FRA)",4 / 7,-0.6 m/s,07-Aug-24,0.166,5.93,10.55,15.39,20.72,20.72,10.55,10.17,-0.38,8.43,10.82,10.33,9.38,9.48,9.83,83.0,,"van Niekerk, Wayde (RSA) (1992)_Semi-Final 3 - 2024 Olympic Games (Paris, FRA)_83"
"van Niekerk, Wayde (RSA) (1992)","Heat 1 - 2024 Olympic Games (Paris, FRA)",3 / 3,0.1 m/s,05-Aug-24,0.157,5.83,10.42,15.23,20.42,20.42,10.42,10.0,-0.42,8.58,10.89,10.4,9.63,9.6,10.0,84.0,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Heat 1 - 2024 Olympic Games (Paris, FRA)_84"
"van Niekerk, Wayde (RSA) (1992)","FINAL - 2017 IAAF World Championships (London, GBR)",3 / 2,-0.1 m/s,10-Aug-17,0.156,5.77,10.32,15.08,20.11,20.11,10.32,9.79,-0.53,8.67,10.99,10.5,9.94,9.69,10.21,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_FINAL - 2017 IAAF World Championships (London, GBR)"
"van Niekerk, Wayde (RSA) (1992)","Semi-Final 3 - 2017 IAAF World Championships (London, GBR)",6 / 3,0.3 m/s,09-Aug-17,0.158,5.84,10.39,15.15,20.28,20.28,10.39,9.89,-0.5,8.56,10.99,10.5,9.75,9.62,10.11,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Semi-Final 3 - 2017 IAAF World Championships (London, GBR)"
"van Niekerk, Wayde (RSA) (1992)","Heat 3 - 2017 IAAF World Championships (London, GBR)",7 / 1,0.3 m/s,07-Aug-17,0.192,5.87,10.36,15.07,20.16,20.16,10.36,9.8,-0.56,8.52,11.14,10.62,9.82,9.65,10.2,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Heat 3 - 2017 IAAF World Championships (London, GBR)"
"Vanderbemden, Robin (BEL) (1994)","FINAL - 2022 Memorial van Damme (Brussels, BEL)",2 / 7,-2.9 m/s,02-Sep-22,0.159,5.9,10.59,15.58,21.02,21.02,10.59,10.43,-0.16,8.47,10.66,10.02,9.19,9.44,9.59,94.0,Omega Timing (2022) - diamond league race analysis,"Vanderbemden, Robin (BEL) (1994)_FINAL - 2022 Memorial van Damme (Brussels, BEL)_94"
"Vanderbemden, Robin (BEL) (1994)","FINAL - 2019 Memorial van Damme (Brussels, BEL)",9 / 6,0.8 m/s,06-Sep-19,0.128,5.9,10.5,15.4,20.51,20.51,10.5,10.01,-0.49,8.47,10.87,10.2,9.78,9.52,9.99,94.0,Omega Timing (2019) - diamond league race analysis,"Vanderbemden, Robin (BEL) (1994)_FINAL - 2019 Memorial van Damme (Brussels, BEL)_94"
"Veleba, Jan (CZE) (1986)","FINAL - 2020 Bauhaus Galan (Stockholm, SWE)",4 / 5,3.0 m/s,23-Aug-20,0.156,5.9,10.7,15.6,20.83,20.83,10.7,10.13,-0.57,8.47,10.42,10.2,9.56,9.35,9.87,95.0,Omega Timing (2020) - diamond league race analysis,"Veleba, Jan (CZE) (1986)_FINAL - 2020 Bauhaus Galan (Stockholm, SWE)_95"
"Viana, Sandro (BRA) (1977)","Quarter-Final 3 - 2007 IAAF World Championships (Osaka, JPN)",6 / 5,0.9 m/s,28-Aug-07,0.169,5.89,10.43,15.35,20.68,20.68,10.43,10.25,-0.18,8.49,11.01,10.16,9.38,9.59,9.76,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Viana, Sandro (BRA) (1977)_Quarter-Final 3 - 2007 IAAF World Championships (Osaka, JPN)"
"Vides, Jorge (BRA) (1992)","Heat 2 - 2023 World Athletics Championships (Budapest, HUN)",2 / 6,-0.1 m/s,23-Aug-23,0.161,10.88,20.8,20.8,26.0,26.0,20.8,5.2,-15.6,9.19,10.08,9.62,87.7,4.81,19.23,,Seiko Timing (2023) - world championship race analysis,"Vides, Jorge (BRA) (1992)_Heat 2 - 2023 World Athletics Championships (Budapest, HUN)"
"Vilar, Lucas (BRA) (2001)","Heat 7 - 2022 World Athletics Championships (Eugene, OR)",5 / 6,-0.3 m/s,18-Jul-22,0.161,10.66,20.65,20.65,56.0,56.0,20.65,35.35,14.7,9.38,10.01,9.69,90.0,4.84,2.83,90.0,Timing by Seiko (2022) - world athletics championships race analysis,"Vilar, Lucas (BRA) (2001)_Heat 7 - 2022 World Athletics Championships (Eugene, OR)_90"
"Volko, Ján (SVK) (1996)","FINAL - 2024 Seashore Doha Meeting (Doha, QAT)",1 / 8,1.7 m/s,10-May-24,0.155,5.97,10.9,15.93,21.23,21.23,10.9,10.33,-0.57,8.38,10.14,9.94,9.43,9.17,9.68,,Omega Timing (2024) - diamond league race analysis,"Volko, Ján (SVK) (1996)_FINAL - 2024 Seashore Doha Meeting (Doha, QAT)"
"Volko, Ján (SVK) (1996)","Heat 2 - 2023 World Athletics Championships (Budapest, HUN)",5 / 5,-0.1 m/s,23-Aug-23,0.161,10.69,20.69,20.69,55.0,55.0,20.69,34.31,13.62,9.35,10.0,9.67,94.0,4.83,2.91,94.0,Seiko Timing (2023) - world championship race analysis,"Volko, Ján (SVK) (1996)_Heat 2 - 2023 World Athletics Championships (Budapest, HUN)_94"
"Volko, Ján (SVK) (1996)","FINAL - 2020 Memorial Van Damme (Brussels, BEL)",4 / 2,0.1 m/s,04-Sep-20,0.144,5.9,10.6,15.6,20.81,20.81,10.6,10.21,-0.39,8.47,10.64,10.0,9.6,9.43,9.79,97.0,Omega Timing (2020) - diamond league race analysis,"Volko, Ján (SVK) (1996)_FINAL - 2020 Memorial Van Damme (Brussels, BEL)_97"
"Volko, Ján (SVK) (1996)","Semi-Final 2 - 2017 IAAF World Championships (London, GBR)",8 / 6,-0.3 m/s,09-Aug-17,0.165,10.32,15.14,20.44,20.61,86.0,15.14,5.47,-9.67,9.69,10.37,9.43,9.7,6.61,18.28,,Omega Timing (2020) - diamond league race analysis,"Volko, Ján (SVK) (1996)_Semi-Final 2 - 2017 IAAF World Championships (London, GBR)"
"von Barth, Emil (SWE) (1996)","B FINAL - 2014 Windsprint (Sundsvall, SWE)",2 / 3,2.1 m/s,20-Jul-14,,11.15,21.7,21.7,23.0,23.0,21.7,1.3,-20.4,8.97,9.48,9.22,8.97,4.61,76.92,,Johansen (2014) - www.ssg.se/windsprint/Splittider/,"von Barth, Emil (SWE) (1996)_B FINAL - 2014 Windsprint (Sundsvall, SWE)"
"Wahl, Zoltán (HUN) (2000)","Heat 4 - 2023 World Athletics Championships (Budapest, HUN)",4 / 5,-0.2 m/s,23-Aug-23,0.158,10.98,20.9,20.9,45.0,45.0,20.9,24.1,3.2,9.11,10.08,9.57,90.5,4.78,4.15,,Seiko Timing (2023) - world championship race analysis,"Wahl, Zoltán (HUN) (2000)_Heat 4 - 2023 World Athletics Championships (Budapest, HUN)"
"Wahn, Erik (SWE) (1980)","C FINAL - 2007 Windsprint (Sundsvall, SWE)",4 / 1,0.6 m/s,24-Jul-07,,11.2,16.38,21.91,21.91,41.0,16.38,5.53,-10.85,8.93,9.65,9.04,9.13,6.11,18.08,,(2007) - www.ssg.se/en/Windsprint/Split-times/,"Wahn, Erik (SWE) (1980)_C FINAL - 2007 Windsprint (Sundsvall, SWE)"
"Wakana, Kei (JPN) (2006)","FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)",7 / 1,0.1 m/s,31-Jul-24,0.18,5.99,10.74,15.53,20.61,20.61,10.74,9.87,-0.87,8.35,10.53,10.44,9.84,9.31,10.13,,,"Wakana, Kei (JPN) (2006)_FINAL - 2024 Japanese National High School Championsips (Fukuoka, JPN)"
"Wakana, Kei (JPN) (2006)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",7 / 4,2.9 m/s,05-Aug-23,0.206,6.13,11.1,16.02,21.16,21.16,11.1,10.06,-1.04,8.16,10.06,10.16,9.73,9.01,9.94,,,"Wakana, Kei (JPN) (2006)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
"Wakana, Kei (JPN) (2006)","FINAL - 2023 Japanese U20 National Championsips (Osaka, JPN)",6 / 1,0.2 m/s,02-Jun-23,0.197,6.13,10.91,15.91,21.18,21.18,10.91,10.27,-0.64,8.16,10.46,10.0,9.49,9.17,9.74,89.0,,"Wakana, Kei (JPN) (2006)_FINAL - 2023 Japanese U20 National Championsips (Osaka, JPN)_89"
"Walker, Everett (USA) (1990)","FINAL - 2014 NCAA Championships (Eugene, OR)",/ 5,2.1 m/s,14-Jun-14,,10.4,20.4,20.42,5.0,5.0,20.4,-15.4,-35.8,9.62,10.0,9.79,9.62,4.9,,,,"Walker, Everett (USA) (1990)_FINAL - 2014 NCAA Championships (Eugene, OR)"
"Walker, Justin (USA) (1990)","FINAL - 2014 NCAA Championships (Eugene, OR)",/ 3,2.1 m/s,14-Jun-14,,10.5,20.1,20.13,3.0,3.0,20.1,-17.1,-37.2,9.52,10.42,9.94,9.52,4.98,,,,"Walker, Justin (USA) (1990)_FINAL - 2014 NCAA Championships (Eugene, OR)"
"Wall, Fredrik (SWE) (1997)","H FINAL - 2014 Windsprint (Sundsvall, SWE)",4 / 1,2.5 m/s,20-Jul-14,,12.39,24.15,24.15,41.0,41.0,24.15,16.85,-7.3,8.07,8.5,8.28,8.07,4.14,5.93,,Johansen (2014) - www.ssg.se/windsprint/Splittider/,"Wall, Fredrik (SWE) (1997)_H FINAL - 2014 Windsprint (Sundsvall, SWE)"
"Waltersson, Jonathan (SWE) (1985)","F FINAL - 2007 Windsprint (Sundsvall, SWE)",4 / 1,0.5 m/s,24-Jul-07,,11.66,16.99,22.7,22.7,41.0,16.99,5.71,-11.28,8.58,9.38,8.76,8.81,5.89,17.51,,(2007) - www.ssg.se/en/Windsprint/Split-times/,"Waltersson, Jonathan (SWE) (1985)_F FINAL - 2007 Windsprint (Sundsvall, SWE)"
Wang Chenhao (CHN) (2001),"FINAL - 2023 Chinese National Grand Prix 1 (Rizhao, CHN)",9 / 3,-1.4 m/s,28-Apr-23,0.204,10.86,15.89,21.31,21.31,93.0,15.89,5.42,-10.47,9.21,9.94,9.23,9.39,6.29,18.45,,,"Wang Chenhao (CHN) (2001)_FINAL - 2023 Chinese National Grand Prix 1 (Rizhao, CHN)"
Wang Huaishuang (CHN) (1988),"FINAL - 2017 National Games (Tianjin, CHN)",/ 8,-0.2 m/s,05-Sep-17,,10.71,21.15,21.15,8.0,8.0,21.15,-13.15,-34.3,9.34,9.58,9.46,9.34,4.73,,,,"Wang Huaishuang (CHN) (1988)_FINAL - 2017 National Games (Tianjin, CHN)"
Wang Qi (CHN) (1995),"Heat 1 - 2024 Chinese National Championships (Quzhou, CHN)",6 / 3,-0.6 m/s,14-Sep-24,0.183,10.71,15.69,21.11,21.11,63.0,15.69,5.42,-10.27,9.34,10.04,9.23,9.47,6.37,18.45,,,"Wang Qi (CHN) (1995)_Heat 1 - 2024 Chinese National Championships (Quzhou, CHN)"
Wang Qi (CHN) (1995),"Heat 3 - 2024 Chinese National Grand Prix Final (Rizhao, CHN)",6 / 4,0.4 m/s,29-Jun-24,0.193,10.85,15.84,21.18,21.18,64.0,15.84,5.34,-10.5,9.22,10.02,9.36,9.44,6.31,18.73,,,"Wang Qi (CHN) (1995)_Heat 3 - 2024 Chinese National Grand Prix Final (Rizhao, CHN)"
Wang Qi (CHN) (1995),"Semi-Final 1 - 2023 Chinese National Championships (Quzhou, CHN)",6 / 2,-0.7 m/s,23-Jul-23,0.184,10.64,15.59,21.03,21.03,62.0,15.59,5.44,-10.15,9.4,10.1,9.19,9.51,6.41,18.38,,,"Wang Qi (CHN) (1995)_Semi-Final 1 - 2023 Chinese National Championships (Quzhou, CHN)"
Wang Qi (CHN) (1995),"Heat 3 - 2023 Chinese National Championships (Quzhou, CHN)",6 / 1,1.0 m/s,22-Jul-23,0.168,10.58,15.49,20.83,20.83,61.0,15.49,5.34,-10.15,9.45,10.18,9.36,9.6,6.46,18.73,,,"Wang Qi (CHN) (1995)_Heat 3 - 2023 Chinese National Championships (Quzhou, CHN)"
Wang Xinkai (CHN) (2004),"Heat 8 - 2024 Chinese National Grand Prix 5 (Huangshi, CHN)",6 / 2,0.8 m/s,01-Jun-24,0.172,10.77,15.8,21.41,21.41,62.0,15.8,5.61,-10.19,9.29,9.94,8.91,9.34,6.33,17.83,94.0,,"Wang Xinkai (CHN) (2004)_Heat 8 - 2024 Chinese National Grand Prix 5 (Huangshi, CHN)_94"
Wang Xinkai (CHN) (2004),"FINAL - 2024 Chinese National Grand Prix 2 (Qingdao, CHN)",8 / 5,-2.2 m/s,14-May-24,0.182,11.03,16.04,21.49,21.49,85.0,16.04,5.45,-10.59,9.07,9.98,9.17,9.31,6.23,18.35,95.0,,"Wang Xinkai (CHN) (2004)_FINAL - 2024 Chinese National Grand Prix 2 (Qingdao, CHN)_95"
Wang Xinkai (CHN) (2004),"Heat 10 - 2024 Chinese National Grand Prix 2 (Qingdao, CHN)",6 / 1,-2.0 m/s,13-May-24,0.143,10.83,15.94,21.46,21.46,61.0,15.94,5.52,-10.42,9.23,9.78,9.06,9.32,6.27,18.12,,,"Wang Xinkai (CHN) (2004)_Heat 10 - 2024 Chinese National Grand Prix 2 (Qingdao, CHN)"
Wang Xinkai (CHN) (2004),"U20 FINAL - 2022 Shandong Provincial Games (Rizhao, CHN)",6 / 1,0.2 m/s,03-Sep-22,0.176,11.04,16.06,21.36,21.36,61.0,16.06,5.3,-10.76,9.06,9.96,9.43,9.36,6.23,18.87,94.0,,"Wang Xinkai (CHN) (2004)_U20 FINAL - 2022 Shandong Provincial Games (Rizhao, CHN)_94"
Wang Xinkai (CHN) (2004),"U20 Semi-Final 2 - 2022 Shandong Provincial Games (Rizhao, CHN)",5 / 1,-0.7 m/s,02-Sep-22,0.197,11.09,16.09,21.98,21.98,51.0,16.09,5.89,-10.2,9.02,10.0,8.49,9.1,6.22,16.98,,,"Wang Xinkai (CHN) (2004)_U20 Semi-Final 2 - 2022 Shandong Provincial Games (Rizhao, CHN)"
Wang Xinkai (CHN) (2004),"U20 Heat 5 - 2022 Shandong Provincial Games (Rizhao, CHN)",2 / 1,0.8 m/s,02-Sep-22,0.215,11.13,16.31,21.8,21.9,21.0,16.31,5.59,-10.72,8.98,9.65,9.11,9.13,6.13,17.89,94.0,,"Wang Xinkai (CHN) (2004)_U20 Heat 5 - 2022 Shandong Provincial Games (Rizhao, CHN)_94"
